"Legislaturperiode";"Kandidat";"Partei";"Wahlkreis";"Stimmen";"Stimmenprozent"
17;805;"NPD";229;2600;2.23
17;2931;"ödp";229;3212;2.75
17;3082;"CSU";230;54904;53.6
17;2381;"SPD";230;17920;17.49
17;1389;"FDP";230;10305;10.06
17;1070;"GRÜNE";230;5828;5.69
17;2789;"DIE LINKE";230;4868;4.75
17;1010;"NPD";230;1743;1.7
17;1578;"REP";230;1719;1.68
17;1957;"BüSo";230;522;0.51
17;17;"ödp";230;4626;4.52
17;1184;"CSU";231;61572;55.43
17;8;"SPD";231;24922;22.43
17;747;"FDP";231;8650;7.79
17;971;"GRÜNE";231;4372;3.94
17;1695;"DIE LINKE";231;5410;4.87
17;2561;"NPD";231;2519;2.27
17;656;"ödp";231;3040;2.74
17;1394;;231;602;0.54
17;1398;"CSU";232;71148;47.32
17;205;"SPD";232;30587;20.34
17;2000;"FDP";232;18922;12.59
17;2835;"GRÜNE";232;13833;9.2
17;191;"DIE LINKE";232;10544;7.01
17;1483;"NPD";232;3818;2.54
17;2493;"RRP";232;1493;0.99
17;65;"CSU";233;75653;44.75
17;2971;"SPD";233;35207;20.82
17;1991;"FDP";233;21618;12.79
17;1260;"GRÜNE";233;14784;8.74
17;2991;"DIE LINKE";233;10514;6.22
17;1899;"NPD";233;2753;1.63
17;3438;"ödp";233;4410;2.61
17;1405;"PIRATEN";233;2903;1.72
17;791;"RRP";233;1227;0.73
17;1235;"CSU";234;72791;51.34
17;2684;"SPD";234;34321;24.21
17;121;"FDP";234;11058;7.8
17;412;"GRÜNE";234;6423;4.53
17;344;"DIE LINKE";234;9396;6.63
17;583;"NPD";234;3463;2.44
17;1994;"ödp";234;2830;2
17;1437;;234;556;0.39
17;2981;;234;950;0.67
17;2592;"CSU";235;54891;44.93
17;2685;"SPD";235;24261;19.86
17;3529;"FDP";235;8664;7.09
17;1979;"GRÜNE";235;6031;4.94
17;1034;"DIE LINKE";235;6567;5.38
17;2259;"NPD";235;2994;2.45
17;3436;"ödp";235;1563;1.28
17;505;;235;17196;14.08
17;2959;"CSU";236;62548;49.06
17;2890;"SPD";236;26044;20.43
17;1541;"FDP";236;13590;10.66
17;75;"GRÜNE";236;11726;9.2
17;2908;"DIE LINKE";236;7601;5.96
17;2041;"NPD";236;1899;1.49
17;1864;"REP";236;2213;1.74
17;538;"BP";236;1562;1.23
17;1718;;236;303;0.24
17;1586;"CSU";237;58848;50.89
17;1607;"SPD";237;23920;20.69
17;1294;"FDP";237;9898;8.56
17;1870;"GRÜNE";237;13096;11.33
17;260;"DIE LINKE";237;6318;5.46
17;1814;"NPD";237;1701;1.47
17;2202;"REP";237;1855;1.6
17;2046;"CSU";238;55174;48.37
17;546;"SPD";238;28882;25.32
17;1142;"FDP";238;8805;7.72
17;3375;"GRÜNE";238;9380;8.22
17;1172;"DIE LINKE";238;7475;6.55
17;1689;"NPD";238;2775;2.43
17;2310;"ödp";238;1234;1.08
17;1012;;238;342;0.3
17;771;"CSU";239;57632;46.46
17;635;"SPD";239;33763;27.22
17;2395;"FDP";239;9604;7.74
17;2654;"GRÜNE";239;9302;7.5
17;615;"DIE LINKE";239;9994;8.06
17;200;"NPD";239;3094;2.49
17;3503;;239;650;0.52
17;987;"CSU";240;86658;68.07
17;3050;"SPD";240;18717;14.7
17;3229;"FDP";240;4885;3.84
17;1147;"GRÜNE";240;5985;4.7
17;435;"DIE LINKE";240;6624;5.2
17;1862;"NPD";240;3027;2.38
17;2222;"ödp";240;1407;1.11
17;885;"CSU";241;80239;47.36
17;1520;"SPD";241;37133;21.92
17;628;"FDP";241;17346;10.24
17;1433;"GRÜNE";241;14054;8.29
17;504;"DIE LINKE";241;9231;5.45
17;1735;"NPD";241;3835;2.26
17;2902;"ödp";241;3658;2.16
17;2725;"PIRATEN";241;3248;1.92
17;536;;241;692;0.41
17;2125;"CSU";242;60685;45.12
17;3012;"SPD";242;32269;23.99
17;456;"FDP";242;12736;9.47
17;292;"GRÜNE";242;15036;11.18
17;580;"DIE LINKE";242;8275;6.15
17;2552;"NPD";242;1596;1.19
17;2233;"FAMILIE";242;1946;1.45
17;2458;"ödp";242;1686;1.25
17;2812;;242;281;0.21
17;2728;"CSU";243;76897;43.34
17;2594;"SPD";243;44505;25.08
17;1986;"FDP";243;15361;8.66
17;1417;"GRÜNE";243;17109;9.64
17;1086;"DIE LINKE";243;13798;7.78
17;3235;"NPD";243;3551;2
17;3506;"PIRATEN";243;4166;2.35
17;2605;"Freie Union";243;2042;1.15
17;3475;"CSU";244;48943;36.64
17;877;"SPD";244;41246;30.88
17;2181;"FDP";244;10652;7.97
17;1065;"GRÜNE";244;15043;11.26
17;3362;"DIE LINKE";244;10923;8.18
17;2669;"NPD";244;2320;1.74
17;2593;"MLPD";244;187;0.14
17;1594;"PIRATEN";244;4268;3.2
17;776;"CSU";245;47519;38.6
17;388;"SPD";245;37159;30.19
17;3365;"FDP";245;10498;8.53
17;2398;"GRÜNE";245;10048;8.16
17;2708;"DIE LINKE";245;10794;8.77
17;217;"NPD";245;3136;2.55
17;183;"PIRATEN";245;2653;2.16
17;2420;"RRP";245;1290;1.05
17;2087;"CSU";246;75280;44.59
17;2212;"SPD";246;40464;23.97
17;2879;"FDP";246;18809;11.14
17;189;"GRÜNE";246;16521;9.79
17;2704;"DIE LINKE";246;9610;5.69
17;616;"NPD";246;3289;1.95
17;1660;"PIRATEN";246;3205;1.9
17;53;"RRP";246;1642;0.97
17;835;"CSU";247;56491;42.74
17;2261;"SPD";247;25143;19.02
17;1381;"FDP";247;15185;11.49
17;2659;"GRÜNE";247;22717;17.19
17;2577;"DIE LINKE";247;8072;6.11
17;2949;"NPD";247;2716;2.06
17;1724;"ödp";247;1841;1.39
17;79;"CSU";248;85574;53.69
17;1408;"SPD";248;28487;17.87
17;3537;"FDP";248;13592;8.53
17;685;"GRÜNE";248;14723;9.24
17;94;"DIE LINKE";248;13000;8.16
17;1268;"NPD";248;3305;2.07
17;2643;;248;712;0.45
17;3548;"CSU";249;75542;52.35
17;2584;"SPD";249;28659;19.86
17;2492;"FDP";249;12858;8.91
17;2736;"GRÜNE";249;13649;9.46
17;610;"DIE LINKE";249;8817;6.11
17;414;"NPD";249;1620;1.12
17;1725;"REP";249;2230;1.55
17;759;"PBC";249;921;0.64
17;876;"CSU";250;66253;46.35
17;1225;"SPD";250;27794;19.45
17;1815;"FDP";250;13713;9.59
17;2329;"GRÜNE";250;14598;10.21
17;634;"DIE LINKE";250;14803;10.36
17;1242;"NPD";250;3029;2.12
17;1226;"BP";250;2213;1.55
17;2576;;250;526;0.37
17;1772;"CSU";251;73800;43.97
17;2478;"SPD";251;39055;23.27
17;2984;"FDP";251;17030;10.15
17;770;"GRÜNE";251;21914;13.06
17;966;"DIE LINKE";251;9334;5.56
17;2150;"NPD";251;2312;1.38
17;1162;"PIRATEN";251;3659;2.18
17;1233;;251;742;0.44
17;2571;"CSU";252;56644;42.22
17;2265;"SPD";252;26268;19.58
17;972;"FDP";252;14638;10.91
17;2562;"GRÜNE";252;19708;14.69
17;3120;"DIE LINKE";252;9318;6.95
17;2501;"NPD";252;2038;1.52
17;3314;"BP";252;1022;0.76
17;652;"BüSo";252;177;0.13
17;120;"MLPD";252;230;0.17
17;1269;"ödp";252;1621;1.21
17;2372;"RRP";252;1658;1.24
17;1931;;252;846;0.63
17;2247;"CSU";253;92508;53
17;999;"SPD";253;27427;15.71
17;1867;"FDP";253;20137;11.54
17;2547;"GRÜNE";253;15031;8.61
17;1082;"DIE LINKE";253;8264;4.73
17;1055;"NPD";253;2834;1.62
17;2658;"BP";253;2552;1.46
17;1102;"BüSo";253;444;0.25
17;1222;"ödp";253;2804;1.61
17;1828;"RRP";253;2539;1.45
17;1731;"CSU";254;69102;52.58
17;738;"SPD";254;20901;15.9
17;2368;"FDP";254;15337;11.67
17;2491;"GRÜNE";254;9962;7.58
17;2913;"DIE LINKE";254;8025;6.11
17;694;"NPD";254;2549;1.94
17;1827;"BP";254;2385;1.81
17;3176;"DIE VIOLETTEN";254;888;0.68
17;2373;"ödp";254;1982;1.51
17;1781;;254;297;0.23
17;2215;"CSU";255;82046;50.69
17;351;"SPD";255;24977;15.43
17;182;"FDP";255;18406;11.37
17;469;"GRÜNE";255;17398;10.75
17;1930;"DIE LINKE";255;10245;6.33
17;1054;"NPD";255;4483;2.77
17;3343;"ödp";255;4291;2.65
17;2113;"CSU";256;83181;53.03
17;3087;"SPD";256;19107;12.18
17;3170;"FDP";256;17464;11.13
17;1051;"GRÜNE";256;20093;12.81
17;22;"DIE LINKE";256;7842;5
17;1622;"NPD";256;1314;0.84
17;1262;"REP";256;2092;1.33
17;1449;"BP";256;2606;1.66
17;3234;"ödp";256;3150;2.01
17;3078;"CSU";257;85429;51.08
17;2996;"SPD";257;22859;13.67
17;2536;"FDP";257;21115;12.63
17;2986;"GRÜNE";257;15030;8.99
17;1985;"DIE LINKE";257;8822;5.28
17;232;"NPD";257;2814;1.68
17;687;"BP";257;5367;3.21
17;40;"ödp";257;3671;2.2
17;3051;;257;263;0.16
17;3049;"Freie Union";257;737;0.44
17;721;;257;1125;0.67
17;1414;"CDU";258;48518;34.42
17;3262;"SPD";258;25364;17.99
17;425;"FDP";258;14514;10.3
17;2229;"GRÜNE";258;42116;29.87
17;42;"DIE LINKE";258;6601;4.68
17;1118;"NPD";258;1068;0.76
17;2079;"BüSo";258;446;0.32
17;3231;"PIRATEN";258;2350;1.67
17;1892;"CDU";259;44002;34.52
17;1681;"SPD";259;33525;26.3
17;1157;"FDP";259;13327;10.46
17;166;"GRÜNE";259;21453;16.83
17;1973;"DIE LINKE";259;10902;8.55
17;2896;"NPD";259;1673;1.31
17;1601;"MLPD";259;322;0.25
17;953;"BüSo";259;373;0.29
17;3379;"PIRATEN";259;1893;1.49
17;223;"CDU";260;82344;45.13
17;612;"SPD";260;36550;20.03
17;3197;"FDP";260;23717;13
17;1062;"GRÜNE";260;24138;13.23
17;2327;"DIE LINKE";260;9657;5.29
17;2210;"NPD";260;2914;1.6
17;84;"MLPD";260;328;0.18
17;2003;"PIRATEN";260;2798;1.53
17;963;"CDU";261;53829;43.46
17;2565;"SPD";261;35396;28.58
17;663;"FDP";261;10819;8.74
17;1821;"GRÜNE";261;15511;12.52
17;1067;"DIE LINKE";261;6225;5.03
17;676;"NPD";261;1768;1.43
17;1313;"MLPD";261;299;0.24
17;1133;"CDU";262;66116;43.35
17;55;"SPD";262;36910;24.2
17;2967;"FDP";262;17768;11.65
17;2889;"GRÜNE";262;21104;13.84
17;702;"DIE LINKE";262;7973;5.23
17;549;"NPD";262;2647;1.74
17;2502;"CDU";263;55049;43.14
17;220;"SPD";263;33916;26.58
17;2962;"FDP";263;13177;10.33
17;1763;"GRÜNE";263;14009;10.98
17;2535;"DIE LINKE";263;8157;6.39
17;2154;"NPD";263;2385;1.87
17;1413;"ödp";263;920;0.72
17;2303;"CDU";264;69575;42.96
17;2661;"SPD";264;44071;27.21
17;3488;"FDP";264;19793;12.22
17;2092;"GRÜNE";264;15379;9.5
17;2170;"DIE LINKE";264;8627;5.33
17;3348;"NPD";264;2720;1.68
17;882;"MLPD";264;319;0.2
17;270;"ödp";264;1477;0.91
17;216;"CDU";265;61328;39.92
17;2069;"SPD";265;34718;22.6
17;2806;"FDP";265;19431;12.65
17;1203;"GRÜNE";265;23966;15.6
17;1422;"DIE LINKE";265;9800;6.38
17;1523;"NPD";265;2436;1.59
17;3250;"PBC";265;971;0.63
17;1462;"ödp";265;963;0.63
17;854;"CDU";266;70606;42.05
17;1918;"SPD";266;39430;23.48
17;1773;"FDP";266;24682;14.7
17;2549;"GRÜNE";266;18626;11.09
17;1657;"DIE LINKE";266;9169;5.46
17;1598;"NPD";266;2798;1.67
17;470;"ödp";266;1177;0.7
17;1903;;266;1095;0.65
17;3454;;266;346;0.21
17;3094;"CDU";267;73308;44.24
17;1357;"SPD";267;41484;25.04
17;1829;"FDP";267;19924;12.03
17;2777;"GRÜNE";267;14594;8.81
17;579;"DIE LINKE";267;10693;6.45
17;2799;"NPD";267;3657;2.21
17;2579;"MLPD";267;372;0.22
17;911;"ödp";267;1656;1
17;3055;"CDU";268;65474;43.27
17;2624;"SPD";268;32606;21.55
17;306;"FDP";268;19839;13.11
17;569;"GRÜNE";268;18132;11.98
17;2232;"DIE LINKE";268;10938;7.23
17;896;"NPD";268;3328;2.2
17;1728;;268;1004;0.66
17;109;"CDU";269;55492;44.72
17;1726;"SPD";269;30902;24.9
17;717;"FDP";269;12822;10.33
17;3112;"GRÜNE";269;12749;10.27
17;3028;"DIE LINKE";269;8177;6.59
17;3531;"NPD";269;2404;1.94
17;914;"PBC";269;1240;1
17;2488;;269;311;0.25
17;1440;"CDU";270;70599;45.05
17;3118;"SPD";270;39951;25.49
17;2497;"FDP";270;15604;9.96
17;1610;"GRÜNE";270;14226;9.08
17;3077;"DIE LINKE";270;11775;7.51
17;3216;"NPD";270;2996;1.91
17;2158;;270;1567;1
17;3381;"CDU";271;53872;38.07
17;1349;"SPD";271;37845;26.75
17;900;"FDP";271;11845;8.37
17;1593;"GRÜNE";271;21452;15.16
17;218;"DIE LINKE";271;10034;7.09
17;814;"NPD";271;1534;1.08
17;423;"MLPD";271;234;0.17
17;1747;"PIRATEN";271;4359;3.08
17;2508;;271;101;0.07
17;1800;;271;215;0.15
17;707;"CDU";272;68951;45.2
17;1340;"SPD";272;39021;25.58
17;1993;"FDP";272;17668;11.58
17;2588;"GRÜNE";272;15506;10.17
17;681;"DIE LINKE";272;8569;5.62
17;2687;"NPD";272;2310;1.51
17;3553;;272;506;0.33
17;892;"CDU";273;68652;48.03
17;1627;"SPD";273;33279;23.28
17;173;"FDP";273;14235;9.96
17;155;"GRÜNE";273;15404;10.78
17;1958;"DIE LINKE";273;8935;6.25
17;2581;"NPD";273;2436;1.7
17;1715;"CDU";274;57963;36.1
17;221;"SPD";274;47683;29.69
17;2191;"FDP";274;19314;12.03
17;1678;"GRÜNE";274;24985;15.56
17;1702;"DIE LINKE";274;8985;5.6
17;1299;"NPD";274;1652;1.03
17;1342;"CDU";275;48137;36.47
17;2434;"SPD";275;39845;30.19
17;2454;"FDP";275;11782;8.93
17;2681;"GRÜNE";275;16648;12.61
17;2705;"DIE LINKE";275;12520;9.49
17;3307;"NPD";275;2418;1.83
17;366;"MLPD";275;333;0.25
17;3226;;275;311;0.24
17;846;"CDU";276;75337;50.25
17;3141;"SPD";276;29977;20
17;2726;"FDP";276;17199;11.47
17;473;"GRÜNE";276;13173;8.79
17;965;"DIE LINKE";276;9821;6.55
17;3500;"NPD";276;2876;1.92
17;2994;"ödp";276;1538;1.03
17;1038;"CDU";277;59755;42.29
17;407;"SPD";277;35426;25.07
17;2483;"FDP";277;17833;12.62
17;2780;"GRÜNE";277;14952;10.58
17;3502;"DIE LINKE";277;10596;7.5
17;2632;"NPD";277;2725;1.93
17;988;"CDU";278;64659;46.87
17;1126;"SPD";278;32525;23.58
17;2798;"FDP";278;15785;11.44
17;1538;"GRÜNE";278;12082;8.76
17;3107;"DIE LINKE";278;9995;7.25
17;444;"NPD";278;2903;2.1
17;1631;"CDU";279;62224;40.73
17;1959;"SPD";279;34944;22.87
17;2901;"FDP";279;24640;16.13
17;1442;"GRÜNE";279;15236;9.97
17;958;"DIE LINKE";279;10353;6.78
17;126;"NPD";279;3172;2.08
17;2433;"PBC";279;2218;1.45
17;794;"CDU";280;64808;46.31
17;640;"SPD";280;28255;20.19
17;757;"FDP";280;17528;12.53
17;2045;"GRÜNE";280;13460;9.62
17;944;"DIE LINKE";280;9136;6.53
17;2841;"NPD";280;1915;1.37
17;2924;"REP";280;2172;1.55
17;2520;"PBC";280;2661;1.9
17;2613;"CDU";281;44749;28.84
17;632;"SPD";281;51192;33
17;696;"FDP";281;12674;8.17
17;34;"GRÜNE";281;33878;21.84
17;2999;"DIE LINKE";281;9675;6.24
17;1220;"NPD";281;890;0.57
17;3206;"REP";281;1063;0.69
17;175;"DIE VIOLETTEN";281;1023;0.66
17;2878;"CDU";282;58282;37.89
17;3547;"SPD";282;49591;32.24
17;1745;"FDP";282;16932;11.01
17;2006;"GRÜNE";282;16151;10.5
17;2509;"DIE LINKE";282;9268;6.02
17;722;"NPD";282;2106;1.37
17;1663;"PBC";282;1498;0.97
17;3372;"CDU";283;61427;42.09
17;668;"SPD";283;35339;24.22
17;477;"FDP";283;14470;9.92
17;272;"GRÜNE";283;22429;15.37
17;2243;"DIE LINKE";283;10238;7.02
17;780;"NPD";283;2022;1.39
17;2645;"CDU";284;65336;47.16
17;552;"SPD";284;27052;19.53
17;1749;"FDP";284;15454;11.16
17;1954;"GRÜNE";284;17460;12.6
17;1448;"DIE LINKE";284;10129;7.31
17;1424;"NPD";284;2069;1.49
17;1136;;284;594;0.43
17;2603;;284;264;0.19
17;571;;284;172;0.12
17;1412;"CDU";285;66104;48.05
17;718;"SPD";285;22388;16.27
17;382;"FDP";285;24395;17.73
17;384;"GRÜNE";285;11503;8.36
17;372;"DIE LINKE";285;8140;5.92
17;1425;"NPD";285;3006;2.18
17;2481;"ödp";285;2039;1.48
17;1411;"CDU";286;54172;47.36
17;2662;"SPD";286;21835;19.09
17;1487;"FDP";286;15292;13.37
17;1684;"GRÜNE";286;13034;11.4
17;3108;"DIE LINKE";286;7158;6.26
17;2840;"NPD";286;2881;2.52
17;1346;"CDU";287;59256;43.13
17;772;"SPD";287;29713;21.63
17;1240;"FDP";287;20335;14.8
17;2930;"GRÜNE";287;17439;12.69
17;3059;"DIE LINKE";287;8943;6.51
17;1869;"NPD";287;1688;1.23
17;517;"CDU";288;50967;41.53
17;2897;"SPD";288;35026;28.54
17;1495;"FDP";288;13686;11.15
17;433;"GRÜNE";288;13091;10.67
17;2831;"DIE LINKE";288;7100;5.79
17;2417;"NPD";288;1667;1.36
17;3198;"ödp";288;843;0.69
17;924;;288;349;0.28
17;133;"CDU";289;60753;42.65
17;3358;"SPD";289;31395;22.04
17;1517;"FDP";289;18203;12.78
17;2130;"GRÜNE";289;19871;13.95
17;3081;"DIE LINKE";289;8452;5.93
17;1106;"NPD";289;2491;1.75
17;3352;"MLPD";289;491;0.34
17;1961;;289;436;0.31
17;816;;289;351;0.25
17;3421;"CDU";290;55188;38.95
17;2556;"SPD";290;28501;20.11
17;357;"FDP";290;13680;9.65
17;1145;"GRÜNE";290;30560;21.57
17;1006;"DIE LINKE";290;9801;6.92
17;2730;"NPD";290;2078;1.47
17;498;"ödp";290;814;0.57
17;2628;;290;1075;0.76
17;2657;"CDU";291;67798;42.8
17;1965;"SPD";291;35875;22.65
17;3318;"FDP";291;18273;11.54
17;2719;"GRÜNE";291;21477;13.56
17;2721;"DIE LINKE";291;9605;6.06
17;2165;"NPD";291;2510;1.58
17;3102;"MLPD";291;309;0.2
17;160;;291;2329;1.47
17;2791;;291;229;0.14
17;2495;"CDU";292;48662;42.68
17;848;"SPD";292;26275;23.04
17;1882;"FDP";292;17233;15.11
17;2225;"GRÜNE";292;11176;9.8
17;3448;"DIE LINKE";292;6117;5.36
17;1007;"NPD";292;2389;2.1
17;491;"ödp";292;1760;1.54
17;81;;292;414;0.36
17;2489;"CDU";293;54169;44.96
17;1314;"SPD";293;23587;19.58
17;2477;"FDP";293;16521;13.71
17;2932;"GRÜNE";293;17349;14.4
17;2795;"DIE LINKE";293;7077;5.87
17;2124;"NPD";293;1771;1.47
17;2788;"CDU";294;56931;44.82
17;1321;"SPD";294;22530;17.74
17;2220;"FDP";294;17946;14.13
17;1921;"GRÜNE";294;18639;14.67
17;1560;"DIE LINKE";294;7918;6.23
17;3420;"NPD";294;2006;1.58
17;2668;;294;1048;0.83
17;98;"CDU";295;62858;49.42
17;881;"SPD";295;21695;17.06
17;512;"FDP";295;17220;13.54
17;1436;"GRÜNE";295;11802;9.28
17;415;"DIE LINKE";295;8292;6.52
17;2735;"NPD";295;2895;2.28
17;1844;;295;2431;1.91
17;691;"SPD";296;43737;30.37
17;1265;"CDU";296;45748;31.77
17;2778;"DIE LINKE";296;31946;22.18
17;1533;"FDP";296;10597;7.36
17;386;"GRÜNE";296;9696;6.73
17;1956;"NPD";296;1967;1.37
17;63;"MLPD";296;323;0.22
17;2818;"SPD";297;51193;32.9
17;30;"CDU";297;58297;37.46
17;2300;"DIE LINKE";297;24244;15.58
17;928;"FDP";297;11516;7.4
17;139;"GRÜNE";297;8342;5.36
17;1768;"NPD";297;2025;1.3
17;3131;"SPD";298;42910;30.87
17;2121;"CDU";298;55727;40.1
17;1180;"DIE LINKE";298;22965;16.52
17;1883;"FDP";298;9486;6.83
17;1739;"GRÜNE";298;6058;4.36
17;749;"NPD";298;1835;1.32
17;1497;"SPD";299;44500;30.92
17;800;"CDU";299;48092;33.42
17;2461;"DIE LINKE";299;27933;19.41
17;2752;"FDP";299;10508;7.3
17;39;"GRÜNE";299;6575;4.57
17;442;"FAMILIE";299;4102;2.85
17;586;"NPD";299;2206;1.53
